"catalogNumber","createdBy","placeName","flagNotes","noOfIdentifications","geoPrivacy","createdOn","associatedMedia","group_id","dateAccuracy","isLocked","locationLat","locationLon","locationScale","fromDate","toDate","rank","scientificName","commonName","kingdom","phylum","class","order","superfamily","family","genus","species","basisOfRecord","reverseGeocodedName","state","tahsil","district","Sex","Life Stage","Abundance","Activity","Phenology State","Life Stage (Complete Metamorphosis)","toDate","observedInMonth"
"17670347","Monish Kumar Thapa","5PPF+MCQ, North Guwahati, Guwahati, Assam 781030, India",,"1","false","05/09/2022","/77e950c5-89ce-4938-bf12-acd17064d2b0/0ed31e36c0c7461aba6d4b44dfb4e572.JPG","Arthropods","ACCURATE","false","26.1867163","91.72361629999999","APPROXIMATE","15/01/2022","15/01/2022","species","Leptotes plinius Fabricius 1793","Zebra Blue:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Leptotes",,"HUMAN_OBSERVATION","5PPF+MCQ, North Guwahati, Guwahati, Assam 781030, India","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-01-15T08:00:00.000Z","January"
"17670323","Monish Kumar Thapa","North Guwahati, Guwahati, Assam, India",,"1","false","05/09/2022","/e71520d2-374b-4819-8cc8-fb442e169767/ebcc9d58e037412ab3b53ba6a4ca10d3.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","02/09/2022","02/09/2022","species","Zizeeria karsandra (Moore 1865)","Dark Grass Blue:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Zizeeria",,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam, India","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-09-02T07:00:00.000Z","September"
"17670315","Monish Kumar Thapa","North Guwahati, Guwahati, Assam, India",,"1","false","05/09/2022","/f342315b-031d-471f-be74-9de881ab394c/7dec2150a3f842adb1193de2827d54fd.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","02/09/2022","02/09/2022","species","Hypolimnas bolina Linnaeus 1758","Great Eggfly:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Hypolimnas",,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam, India","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-09-02T07:00:00.000Z","September"
"17670288","Monish Kumar Thapa","North Guwahati, Guwahati, Assam, India",,"1","false","05/09/2022","/3f10e944-1e2f-43ab-b405-0f935ed1cb1b/454980873115452e8c76c93033de0b9b.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","02/09/2022","02/09/2022","species","Ypthima baldus Fabricius 1775","Common Five Ring:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Ypthima",,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam, India","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-09-02T07:00:00.000Z","September"
"17670278","Monish Kumar Thapa","North Guwahati, Guwahati, Assam, India",,"1","false","05/09/2022","/23b6c402-086e-4ff1-9012-97b82d446f32/79a1deb3b90443ffb52788e717b30142.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","02/09/2022","02/09/2022","species","Zemeros flegyas Cramer 1780","Punchinello:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Riodinidae","Zemeros",,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam, India","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-09-02T07:00:00.000Z","September"
"17670263","Monish Kumar Thapa","North Guwahati, Guwahati, Assam, India",,"1","false","05/09/2022","/3841d309-d579-4a4c-ba01-30d858ebcf52/0dcde3dc08714663ad2fc761cc0572e5.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","02/09/2022","02/09/2022","genus","Mycalesis","","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae",,,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam, India","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-09-02T07:00:00.000Z","September"
"17670253","Monish Kumar Thapa","North Guwahati, Guwahati, Assam, India",,"1","false","05/09/2022","/1014eb15-8299-4a7f-9255-8f5e9c957f4a/3f4b511a438f430f9f6815ce42a2f4ea.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","02/09/2022","02/09/2022","genus","Mycalesis","","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae",,,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam, India","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-09-02T07:00:00.000Z","September"
"17670240","Monish Kumar Thapa","5MM7+HJ6, Amingaon, Guwahati, Assam 781039, India",,"1","false","05/09/2022","/816ed035-32e7-433c-a6a9-e61034b28b33/cd6f3f247658480a99cba22406f9cb29.JPG","Arthropods","ACCURATE","false","26.18390299999999","91.6640242","APPROXIMATE","02/09/2022","02/09/2022","species","Ypthima baldus Fabricius 1775","Common Five Ring:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Ypthima",,"HUMAN_OBSERVATION","5MM7+HJ6, Amingaon, Guwahati, Assam 781039, India","ASSAM","Hajo","KAMRUP",,,,,,,"2022-09-02T07:00:00.000Z","September"
"17670233","Monish Kumar Thapa","5MM7+HJ6, Amingaon, Guwahati, Assam 781039, India",,"1","false","05/09/2022","/e95d24b5-bd09-4c58-be49-479ce997f614/a36b07d7a7104d78875d933290880d06.JPG","Arthropods","ACCURATE","false","26.18390299999999","91.6640242","APPROXIMATE","02/09/2022","02/09/2022","genus","Mycalesis","","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae",,,"HUMAN_OBSERVATION","5MM7+HJ6, Amingaon, Guwahati, Assam 781039, India","ASSAM","Hajo","KAMRUP",,,,,,,"2022-09-02T07:00:00.000Z","September"
"17670223","Monish Kumar Thapa","North Guwahati, Guwahati, Assam, India",,"1","false","05/09/2022","/6ca90ee5-49c5-4bf6-a352-ced85b8d5d43/0f542ba91d404b94b8bce6372871d605.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","02/09/2022","02/09/2022","species","Junonia atlites Linnaeus 1763","Gray Pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam, India","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-09-02T07:00:00.000Z","September"
"17670199","Monish Kumar Thapa","North Guwahati, Guwahati, Assam, India",,"1","false","05/09/2022","/e366bcef-ae88-4f76-940c-98bf517fea95/5f6da17c9fb64b8c854cc149b6bd1b3d.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","31/08/2022","31/08/2022","species","Papilio polytes Linnaeus 1758","Common Mormon:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Papilionidae","Papilio",,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam, India","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-08-31T07:00:00.000Z","August"
"17670185","Monish Kumar Thapa","Sualkuchi, Assam 781103, India",,"1","false","05/09/2022","/627b4f2a-ea8a-48de-910a-ca4a8edf73f7/a38db2b8a8bf41c1a20dfd008c68ae4b.JPG","Arthropods","ACCURATE","false","26.1703301","91.570327","APPROXIMATE","31/08/2022","31/08/2022","species","Arhopala centaurus (Fabricius 1775)","Centaur Oakblue:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Arhopala",,"HUMAN_OBSERVATION","Sualkuchi, Assam 781103, India","ASSAM","Hajo","KAMRUP",,,,,,,"2022-08-31T07:00:00.000Z","August"
"17670172","Monish Kumar Thapa","North Guwahati, Guwahati, Assam, India",,"1","false","05/09/2022","/e1f8e387-94aa-43bb-8e5e-08e32965e0fe/983549a2554b435eb6a6822b854570c1.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","25/08/2022","25/08/2022","species","Chilades pandava Horsfield 1829","Plains Cupid:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Chilades",,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam, India","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-08-25T07:00:00.000Z","August"
"17670164","Monish Kumar Thapa","North Guwahati, Guwahati, Assam, India",,"1","false","05/09/2022","/709e351e-7e47-4d08-9b5c-4b7d7b9124b6/f8a0b64116c14f9abed4d44ebf0bd247.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","25/08/2022","25/08/2022","species","Chilades pandava Horsfield 1829","Plains Cupid:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Chilades",,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam, India","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-08-25T07:00:00.000Z","August"
"17670151","Monish Kumar Thapa","North Guwahati, Guwahati, Assam, India",,"1","false","05/09/2022","/5c3d4a11-6e11-4f1d-beb8-7a6ee7a78cf2/cc8f0a8e672d413dbffcc8faa99e955b.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","25/08/2022","25/08/2022","species","Appias olferna Swinhoe 1890","Eastern Striped Albatross:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Appias",,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam, India","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-08-25T07:00:00.000Z","August"
"17670140","Monish Kumar Thapa","North Guwahati, Guwahati, Assam, India",,"1","false","05/09/2022","/581de853-79db-4c1a-9f0a-1dd46712ce08/40fee507445f417ebd805b7506a960c6.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","25/08/2022","25/08/2022","species","Cepora nerissa (Fabricius 1775)","Common Gull:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Cepora",,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam, India","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-08-25T07:00:00.000Z","August"
"17670132","Monish Kumar Thapa","North Guwahati, Guwahati, Assam, India",,"1","false","05/09/2022","/82f8d265-2890-4366-840e-8e4dc2c04ad5/4fc082e829be49fe83cb464b0775a310.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","25/08/2022","25/08/2022","species","Appias olferna Swinhoe 1890","Eastern Striped Albatross:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Appias",,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam, India","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-08-25T07:00:00.000Z","August"
"17670108","Monish Kumar Thapa","North Guwahati, Guwahati, Assam",,"1","false","05/09/2022","/7de80c5f-6e89-45a1-87e0-0d8fd4a793c6/8796f346473b4830a3fe5f7529d446da.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","25/08/2022","25/08/2022","species","Junonia lemonias Linnaeus 1758","Lemon pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-08-25T07:00:00.000Z","August"
"17670095","Monish Kumar Thapa","North Guwahati, Guwahati, Assam",,"1","false","05/09/2022","/b437a0c6-ddac-4511-9d0a-dfd8c2584b6e/0840c42dd9344ce0b5ba5107d6bc6c89.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","25/08/2022","25/08/2022","species","Pseudozizeeria maha (Kollar (1844))","Pale Grass Blue:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Pseudozizeeria",,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-08-25T07:00:00.000Z","August"
"17670084","Monish Kumar Thapa","North Guwahati, Guwahati, Assam",,"1","false","05/09/2022","/a8b19ec9-6145-457f-b87d-e97a1a9dca38/b53b1a08cadf4cf3a3e225230075532b.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","25/08/2022","25/08/2022","species","Zizeeria karsandra (Moore 1865)","Dark Grass Blue:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Zizeeria",,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-08-25T07:00:00.000Z","August"
"17670076","Monish Kumar Thapa","North Guwahati, Guwahati, Assam",,"1","false","05/09/2022","/79935850-aee1-4040-b9b8-9e7b0ab66bab/c25d974cfec347d4a2229360da0f47f3.JPG","Arthropods","ACCURATE","false","26.2022806","91.7392812","APPROXIMATE","25/08/2022","25/08/2022","species","Junonia lemonias Linnaeus 1758","Lemon pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","North Guwahati, Guwahati, Assam","ASSAM","North Guwahati","KAMRUP",,,,,,,"2022-08-25T07:00:00.000Z","August"
"17670012","Monish Kumar Thapa","QQJ4+943, No.4 Barangajuli, Assam 784527, India",,"1","false","05/09/2022","/30e37a57-f5e4-4d71-84e0-af53c6d5b03d/3e4344a61f9c453d9578cab6e310e8e5.JPG","Arthropods","ACCURATE","false","26.780891","91.755309","APPROXIMATE","08/05/2022","08/05/2022","species","Junonia iphita Cramer 1782","Chocolate Pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","QQJ4+943, No.4 Barangajuli, Assam 784527, India","ASSAM","Harisinga","DARRANG",,,"Common",,,"Adult","2022-05-08T07:00:00.000Z","May"
"17669873","MANJUNATH S","Tumakuru, Karnataka, India",,"1","false","05/09/2022","/a0c46900-d268-4621-83af-aa93ae5385de/dd8bef34d2c14fc9a756f525d21c300b.jpg","Arthropods","ACCURATE","false","13.3378762","77.117325","APPROXIMATE","14/08/2022","14/08/2022","species","Ypthima huebneri Kirby 1871","Common Four-ring:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Ypthima",,"HUMAN_OBSERVATION","Tumakuru, Karnataka, India","KARNATAKA","Tumkur","TUMKUR",,,,,,,"2022-08-14T18:30:00.000Z","August"
"17669862","MANJUNATH S","Tumakuru, Karnataka, India",,"1","false","05/09/2022","/cf5d5f3a-272a-4c95-8fec-cdbb7cf1e09d/9ebb1541023c4c8c9437610b073bb072.jpg","Arthropods","ACCURATE","false","13.3378762","77.117325","APPROXIMATE","29/07/2022","29/07/2022","species","Mycalesis perseus Fabricius 1775","Common Bushbrown:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Mycalesis",,"HUMAN_OBSERVATION","Tumakuru, Karnataka, India","KARNATAKA","Tumkur","TUMKUR",,,,,,,"2022-07-29T18:30:00.000Z","July"
"17669851","MANJUNATH S","Tumakuru, Karnataka, India",,"1","false","05/09/2022","/2e918060-d243-447b-9151-c5d713383277/da920be898764e4492d16f2c090e8956.jpg","Arthropods","ACCURATE","false","13.3378762","77.117325","APPROXIMATE","20/08/2022","20/08/2022","species","Spialia galba Fabricius 1793","Indian Skipper:English","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperioidea","Hesperiidae","Spialia",,"HUMAN_OBSERVATION","Tumakuru, Karnataka, India","KARNATAKA","Tumkur","TUMKUR",,,,,,,"2022-08-20T18:30:00.000Z","August"
"17669840","MANJUNATH S","Tumakuru, Karnataka, India",,"1","false","05/09/2022","/562dd442-6b57-4c47-b240-636461e0d1d7/db1d0ebb03cb440787f6047c751e07aa.jpg","Arthropods","ACCURATE","false","13.3378762","77.117325","APPROXIMATE","26/08/2022","26/08/2022","species","Euthalia aconthea Cramer 1779","Common Baron:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Euthalia",,"HUMAN_OBSERVATION","Tumakuru, Karnataka, India","KARNATAKA","Tumkur","TUMKUR",,,,,,,"2022-08-26T18:30:00.000Z","August"
"17669816","MANJUNATH S","Guddekeri, Karnataka 577411, India",,"1","false","05/09/2022","/2d1f2716-e6b8-4732-aba6-1a3981768585/e34a252bcf38473496b099c0a85d6867.jpg","Arthropods","ACCURATE","false","13.5660825","75.1284874","APPROXIMATE","01/09/2022","01/09/2022","species","Potanthus pseudomaesa Moore 1881","Common Dart:English","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperioidea","Hesperiidae","Potanthus",,"HUMAN_OBSERVATION","Guddekeri, Karnataka 577411, India","KARNATAKA","Tirthahalli","SHIMOGA",,,,,,,"2022-09-01T18:30:00.000Z","September"
"17669804","MANJUNATH S","Guddekeri, Karnataka 577411, India",,"1","false","05/09/2022","/ec488ba6-216e-4eab-88e7-26880724c1ea/074a0f8e7cd34294a391c78f68e5eaaa.jpg","Arthropods","ACCURATE","false","13.5660825","75.1284874","APPROXIMATE","01/09/2022","01/09/2022","species","Celaenorrhinus ruficornis Mabille 1878","Tamil Spotted Flat:English","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperioidea","Hesperiidae","Celaenorrhinus",,"HUMAN_OBSERVATION","Guddekeri, Karnataka 577411, India","KARNATAKA","Tirthahalli","SHIMOGA",,,,,,,"2022-09-01T18:30:00.000Z","September"
"17669792","MANJUNATH S","Guddekeri, Karnataka 577411, India",,"1","false","05/09/2022","/fe854898-f3f1-4b87-9bea-5e6221ba33bf/aaadee0b013d4a3fb9c2ac2d97b63e29.jpg","Arthropods","ACCURATE","false","13.5660825","75.1284874","APPROXIMATE","02/09/2022","02/09/2022","species","Eurema hecabe (Linnaeus 1758)","Common Grass Yellow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Eurema",,"HUMAN_OBSERVATION","Guddekeri, Karnataka 577411, India","KARNATAKA","Tirthahalli","SHIMOGA",,,,,,,"2022-09-02T18:30:00.000Z","September"
"17669780","MANJUNATH S","Guddekeri, Karnataka 577411, India",,"1","false","05/09/2022","/47de88cf-c2ee-4793-90e2-dfdbabdd2dc8/fa75cfa4d8534ae9a8fadc0213f5d8de.jpg","Arthropods","ACCURATE","false","13.5660825","75.1284874","APPROXIMATE","03/09/2022","03/09/2022","species","Abisara echerius Moore 1901","Plum Judy:English",,,,,,,,,"HUMAN_OBSERVATION","Guddekeri, Karnataka 577411, India","KARNATAKA","Tirthahalli","SHIMOGA",,,,,,,"2022-09-03T18:30:00.000Z","September"
"17669767","MANJUNATH S","Tumakuru, Karnataka, India",,"2","false","05/09/2022","/338e2063-c51f-4f4e-b884-8d1218dd9ab8/24339eacab57414ca61475e0e711d99d.jpg","Arthropods","ACCURATE","false","13.3378762","77.117325","APPROXIMATE","29/07/2022","29/07/2022","genus","Erionota","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperioidea","Hesperiidae",,,"HUMAN_OBSERVATION","Tumakuru, Karnataka, India","KARNATAKA","Tumkur","TUMKUR",,,,,,,"2022-07-29T18:30:00.000Z","July"
"17669756","MANJUNATH S","Tumakuru, Karnataka, India",,"1","false","05/09/2022","/87e9281d-9b01-4124-8b26-f2d3cdc7fa9b/ddd1ed9bf1784db284c6d24be4c59b98.jpg","Arthropods","ACCURATE","false","13.3378762","77.117325","APPROXIMATE","29/07/2022","29/07/2022","species","Ypthima huebneri Kirby 1871","Common Four-ring:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Ypthima",,"HUMAN_OBSERVATION","Tumakuru, Karnataka, India","KARNATAKA","Tumkur","TUMKUR",,,,,,,"2022-07-29T18:30:00.000Z","July"
"17669745","MANJUNATH S","Tumakuru, Karnataka, India",,"1","false","05/09/2022","/ed5668ca-db78-4c5a-b2ca-f6692c82be55/c2316319eda540fd8d5222dd62989b9d.jpg","Arthropods","ACCURATE","false","13.3378762","77.117325","APPROXIMATE","21/07/2022","21/07/2022","species","Symphaedra nais Forster 1771","Baronet:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Symphaedra",,"HUMAN_OBSERVATION","Tumakuru, Karnataka, India","KARNATAKA","Tumkur","TUMKUR",,,,,,,"2022-07-21T18:30:00.000Z","July"
"17669717","MANJUNATH S","Guddekeri, Karnataka 577411",,"1","false","05/09/2022","/f27d61fc-d0fd-4d2d-ad5e-2a33fedd4a66/d6eaf36130424bc483128e90eaf624fb.jpg","Arthropods","ACCURATE","false","13.5660825","75.1284874","APPROXIMATE","21/04/2022","21/04/2022","species","Pelopidas mathias Fabricius 1798","Small Branded Swift:English","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperioidea","Hesperiidae","Pelopidas",,"HUMAN_OBSERVATION","Guddekeri, Karnataka 577411","KARNATAKA","Tirthahalli","SHIMOGA",,,,,,,"2022-04-21T18:30:00.000Z","April"
"17669689","MANJUNATH S","Guddekeri, Karnataka 577411",,"1","false","05/09/2022","/67f73d00-753a-463e-b883-aad01ec58259/3b913428f42b40969dd9cc2cf2dd56d7.jpg","Arthropods","ACCURATE","false","13.5660825","75.1284874","APPROXIMATE","21/04/2022","21/04/2022","species","Melanitis leda Linnaeus 1758","Common Evening Brown:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Melanitis",,"HUMAN_OBSERVATION","Guddekeri, Karnataka 577411","KARNATAKA","Tirthahalli","SHIMOGA",,,,,,,"2022-04-21T18:30:00.000Z","April"
"17669677","MANJUNATH S","Guddekeri, Karnataka 577411",,"1","false","05/09/2022","/82326c76-2e48-4059-a8aa-608e78f4669e/055202c8aa49432f9cb1f9483c0efa93.jpg","Arthropods","ACCURATE","false","13.5660825","75.1284874","APPROXIMATE","22/04/2022","22/04/2022","species","Melanitis leda Linnaeus 1758","Common Evening Brown:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Melanitis",,"HUMAN_OBSERVATION","Guddekeri, Karnataka 577411","KARNATAKA","Tirthahalli","SHIMOGA",,,,,,,"2022-04-22T18:30:00.000Z","April"
"17669666","MANJUNATH S","Tumakuru, Karnataka, India",,"2","false","05/09/2022","/557dbcd0-dc3b-4acb-a84b-6d427253d47c/3317419afece44968f9749479266f8c4.jpg","Arthropods","ACCURATE","false","13.3378762","77.117325","APPROXIMATE","09/07/2022","09/07/2022","species","Catopsilia pomona (Fabricius 1775)","Common Emigrant:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Catopsilia",,"HUMAN_OBSERVATION","Tumakuru, Karnataka, India","KARNATAKA","Tumkur","TUMKUR",,,,,,,"2022-07-09T18:30:00.000Z","July"
"17669598","MANJUNATH S","Tumakuru, Karnataka, India",,"1","false","05/09/2022","/41716caa-3d14-4f64-a984-40d4ad54d627/e0a581931cef4685b18499d446136f66.jpg","Arthropods","ACCURATE","false","13.3378762","77.117325","APPROXIMATE","28/07/2022","28/07/2022","species","Udaspes folus Cramer 1775","Grass Demon:English","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperioidea","Hesperiidae","Udaspes",,"HUMAN_OBSERVATION","Tumakuru, Karnataka, India","KARNATAKA","Tumkur","TUMKUR",,,,,,,"2022-07-28T18:30:00.000Z","July"
"17669587","MANJUNATH S","Tumakuru, Karnataka, India",,"1","false","05/09/2022","/c01725af-fb88-4ab0-a8fd-d22e43ec4734/055670a72c184d2896cd9a76c8c9eca4.jpg","Arthropods","ACCURATE","false","13.3378762","77.117325","APPROXIMATE","14/08/2022","14/08/2022","species","Junonia almana Linnaeus 1758","Peacock Pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","Tumakuru, Karnataka, India","KARNATAKA","Tumkur","TUMKUR",,,,,,,"2022-08-14T18:30:00.000Z","August"
"17669576","MANJUNATH S","Tumakuru, Karnataka, India",,"1","false","05/09/2022","/52fd795d-e1f5-4487-924e-790b03e702f9/633771be5a9e4598a240ed623a7fb487.jpg","Arthropods","ACCURATE","false","13.3378762","77.117325","APPROXIMATE","20/08/2022","20/08/2022","species","Papilio polytes Linnaeus 1758","Common Mormon:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Papilionidae","Papilio",,"HUMAN_OBSERVATION","Tumakuru, Karnataka, India","KARNATAKA","Tumkur","TUMKUR",,,,,,,"2022-08-20T18:30:00.000Z","August"
"17669565","MANJUNATH S","Tumakuru, Karnataka, India",,"1","false","05/09/2022","/60b0e9d0-7746-4f90-b606-c3f3ae1dfcb0/89f9530989fa46d2a1bc9f1124c98bb4.jpg","Arthropods","ACCURATE","false","13.3378762","77.117325","APPROXIMATE","21/07/2022","21/07/2022","species","Udaspes folus Cramer 1775","Grass Demon:English","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperioidea","Hesperiidae","Udaspes",,"HUMAN_OBSERVATION","Tumakuru, Karnataka, India","KARNATAKA","Tumkur","TUMKUR",,,,,,,"2022-07-21T18:30:00.000Z","July"
"17669554","MANJUNATH S","Tumakuru, Karnataka, India",,"1","false","05/09/2022","/53e83442-b936-45f4-8c63-a49594c6329d/b0b8c1128d514415a77a6d0a5c831215.jpg","Arthropods","ACCURATE","false","13.3378762","77.117325","APPROXIMATE","26/08/2022","26/08/2022","species","Acraea violae Fabricius 1775","Tawny Coster:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Acraea",,"HUMAN_OBSERVATION","Tumakuru, Karnataka, India","KARNATAKA","Tumkur","TUMKUR",,,,,,,"2022-08-26T18:30:00.000Z","August"
"17669543","MANJUNATH S","Tumakuru, Karnataka",,"1","false","05/09/2022","/d48ff24d-f64f-4e29-a4f2-c7f6a5d786c0/cf4f22a992e242be8c9ea9c4a36ed00d.jpg","Arthropods","ACCURATE","false","13.3378762","77.117325","APPROXIMATE","26/08/2022","26/08/2022","species","Junonia lemonias Linnaeus 1758","Lemon pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","Tumakuru, Karnataka","KARNATAKA","Tumkur","TUMKUR",,,,,,,"2022-08-26T18:30:00.000Z","August"
"17669509","Subham Paul","9JXM+RWX, Carmel School Rd, Digboi, Assam 786171, India",,"2","false","05/09/2022","/637902c6-b7fa-42c5-ac27-adee9496acbc/cf467c0dde1e4f96af3546ff0064c14c.jpg","Arthropods","ACCURATE","false","27.3999","95.6348","APPROXIMATE","03/09/2022","03/09/2022","species","Remelana jangala (Horsfield 1829)","Chocolate Royal:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Remelana",,"HUMAN_OBSERVATION","9JXM+RWX, Carmel School Rd, Digboi, Assam 786171, India","ASSAM","Margherita","TINSUKIA",,,,,,,"2022-09-03T18:30:00.000Z","September"
