"catalogNumber","createdBy","placeName","flagNotes","noOfIdentifications","geoPrivacy","createdOn","associatedMedia","group_id","dateAccuracy","isLocked","locationLat","locationLon","locationScale","fromDate","toDate","rank","scientificName","commonName","kingdom","phylum","class","order","superfamily","family","genus","species","basisOfRecord","reverseGeocodedName","state","tahsil","district","Sex","Life Stage","Abundance","Activity","Phenology State","Life Stage (Complete Metamorphosis)","toDate","observedInMonth"
"17701556"," Leeladhar suman","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001, India",,"1","false","10/09/2022","/eed5b738-1966-40e3-8db8-0c0562e632c7/920f673e06d14c95a7714f5a86979f4d.JPG","Arthropods","ACCURATE","false","25.0972448","76.0015076","APPROXIMATE","08/09/2022","08/09/2022","species","Eurema brigitta (Stoll (1780))","Small Grass Yellow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Eurema",,"HUMAN_OBSERVATION","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001, India","RAJASTHAN","Ladpura","KOTA",,,,,,,"2022-09-08T18:30:00.000Z","September"
"17701548"," Leeladhar suman","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001, India",,"1","false","10/09/2022","/2fd10ccb-beb7-4196-a065-b2d8f11dc2cd/e555834c019049d5ac25437190228e7a.JPG","Arthropods","ACCURATE","false","25.0972448","76.0015076","APPROXIMATE","08/09/2022","08/09/2022","species","Eurema brigitta (Stoll (1780))","Small Grass Yellow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Eurema",,"HUMAN_OBSERVATION","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001, India","RAJASTHAN","Ladpura","KOTA",,,,,,,"2022-09-08T18:30:00.000Z","September"
"17701537"," Leeladhar suman","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001, India",,"1","false","10/09/2022","/baf711fa-0fe8-4cac-8389-bb888101d579/eca1eb560f3446559385cde3116f0ea0.JPG","Arthropods","ACCURATE","false","25.0972448","76.0015076","APPROXIMATE","08/09/2022","08/09/2022","species","Junonia almana Linnaeus 1758","Peacock Pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001, India","RAJASTHAN","Ladpura","KOTA",,,,,,,"2022-09-08T18:30:00.000Z","September"
"17701525"," Leeladhar suman","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001, India",,"1","false","10/09/2022","/77a15c21-cd7b-44aa-958b-a838f66b2c8c/7c1be1bd47de41c783327a013614c272.JPG","Arthropods","ACCURATE","false","25.0972448","76.0015076","APPROXIMATE","08/09/2022","08/09/2022","species","Eurema brigitta (Stoll (1780))","Small Grass Yellow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Eurema",,"HUMAN_OBSERVATION","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001, India","RAJASTHAN","Ladpura","KOTA",,,,,,,"2022-09-08T18:30:00.000Z","September"
"17701515"," Leeladhar suman","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001, India",,"1","false","10/09/2022","/5e02785f-1e25-400f-8e45-8e33ad6beee3/3ae9a60ef1914e4cafcf04494754c83c.JPG","Arthropods","ACCURATE","false","25.0972448","76.0015076","APPROXIMATE","08/09/2022","08/09/2022","species","Junonia almana Linnaeus 1758","Peacock Pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001, India","RAJASTHAN","Ladpura","KOTA",,,,,,,"2022-09-08T18:30:00.000Z","September"
"17701504"," Leeladhar suman","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001, India",,"1","false","10/09/2022","/de338193-b8b9-4b4b-91bd-631348822077/6ffbeb9a1f114d1c92befb111b2affbe.JPG","Arthropods","ACCURATE","false","25.0972448","76.0015076","APPROXIMATE","08/09/2022","08/09/2022","species","Hypolimnas misippus Linnaeus 1764","Danaid eggfly:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Hypolimnas",,"HUMAN_OBSERVATION","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001, India","RAJASTHAN","Ladpura","KOTA",,,,,,,"2022-09-08T18:30:00.000Z","September"
"17701493"," Leeladhar suman","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001, India",,"1","false","10/09/2022","/e7a9f888-9a3c-4c32-880f-e6587491541a/cb863d46521144c3a5c6ddd21542d3fe.JPG","Arthropods","ACCURATE","false","25.0972448","76.0015076","APPROXIMATE","08/09/2022","08/09/2022","species","Junonia orithya Linnaeus 1764","Blue Pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001, India","RAJASTHAN","Ladpura","KOTA",,,,,,,"2022-09-08T18:30:00.000Z","September"
"17701484"," Leeladhar suman","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001, India",,"1","false","10/09/2022","/a5e39bbb-7482-48b3-8895-cf68f25867ec/61603796015f4adba81f66ec61e6d81a.JPG","Arthropods","ACCURATE","false","25.0972448","76.0015076","APPROXIMATE","08/09/2022","08/09/2022","species","Junonia lemonias Linnaeus 1758","Lemon pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001, India","RAJASTHAN","Ladpura","KOTA",,,,,,,"2022-09-08T18:30:00.000Z","September"
"17701465","Nishand Venugopal","Sahyadri Colony, Chandranagar Colony, Palakkad, Kerala, India",,"1","false","10/09/2022","/036dbc31-4eaa-4340-8ec9-2943ef4a3a10/464f87c8166b4da0a6dfaf71ccaa6f1d.jpg","Arthropods","ACCURATE","false","10.7761656","76.6773655","APPROXIMATE","09/09/2022","09/09/2022","species","Danaus chrysippus Linnaeus 1758","Plain Tiger:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Danaus",,"HUMAN_OBSERVATION","Sahyadri Colony, Chandranagar Colony, Palakkad, Kerala, India","KERALA","Palakkad","PALAKKAD",,,,,,"Adult","2022-09-09T18:30:00.000Z","September"
"17701382","Medha Timmanna Bhat ","Davanagere, Karnataka, India",,"1","false","10/09/2022","/c5322ee5-5e0b-4307-b3dc-f6b987ed2a03/a3b1b8e59546444aa911bae7d0014beb.JPG","Arthropods","ACCURATE","false","14.4644085","75.921758","APPROXIMATE","09/09/2022","09/09/2022","species","Elymnias panthera Fabricius 1787","Tawny Palmfly:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Elymnias",,"HUMAN_OBSERVATION","Davanagere, Karnataka, India","KARNATAKA","Davanagere","DAVANAGERE",,,,,,,"2022-09-09T18:30:00.000Z","September"
"17701360","Karthikeyan","Palkalai Nagar, Tamil Nadu 625021",,"1","false","10/09/2022","/9e6efbcd-c862-493d-9479-9fd288d03bc5/55e6c60c78ce4024b33b3d86bcff25e2.JPG","Arthropods","ACCURATE","false","9.9403922","78.01053739999999","ACCURATE","07/09/2022","07/09/2022","species","Delias eucharis (Drury 1773)","Common Jezebel:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Delias",,"HUMAN_OBSERVATION","Palkalai Nagar, Tamil Nadu 625021","TAMILNADU","Madurai South","MADURAI",,,,,,"Adult","2022-09-07T18:30:00.000Z","September"
"17701108","Medha Timmanna Bhat ","Davanagere, Karnataka, India",,"1","false","10/09/2022","/a47aa433-a3eb-44f0-ae09-f72c56b79307/0199902454084643aae5885818b5284b.JPG","Arthropods","ACCURATE","false","14.4644085","75.921758","APPROXIMATE","09/09/2022","09/09/2022","species","Danaus chrysippus Linnaeus 1758","Plain Tiger:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Danaus",,"HUMAN_OBSERVATION","Davanagere, Karnataka, India","KARNATAKA","Davanagere","DAVANAGERE",,,,,,,"2022-09-09T18:30:00.000Z","September"
"17701080"," Leeladhar suman","Gandi Phali, Rajasthan 325001",,"1","false","10/09/2022","/2ed1be9f-0d8f-4e36-9400-285373f5ad5e/1620e75befce47619fc990bf2fecbb40.jpg","Arthropods","ACCURATE","false","25.0785584","75.9956673","APPROXIMATE","08/09/2022","08/09/2022","species","Papilio demoleus Linnaeus 1758","Lime Butterfly:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Papilionidae","Papilio",,"HUMAN_OBSERVATION","Gandi Phali, Rajasthan 325001","RAJASTHAN","Ladpura","KOTA",,,,,,,"2022-09-08T18:30:00.000Z","September"
"17701071"," Leeladhar suman","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001",,"1","false","10/09/2022","/18f6e900-2924-4158-97c0-ba61d3af5ae7/d9b4883701464f5cb0b648a999e244f9.jpg","Arthropods","ACCURATE","false","25.0972448","76.0015076","APPROXIMATE","08/09/2022","08/09/2022","species","Zizula hylax (Fabricius 1775)","Tiny Grass Blue:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Zizula",,"HUMAN_OBSERVATION","Kota Sangod Road, Jakhora, Kethun, Rajasthan 325001","RAJASTHAN","Ladpura","KOTA",,,,,,,"2022-09-08T18:30:00.000Z","September"
"17701060"," Leeladhar suman","Galana, Rajasthan 325001",,"1","false","10/09/2022","/d543f878-00c0-492b-b3a9-b7d02c0c49ab/b9dddbe882654c92a9c2bc9324bb56d4.jpg","Arthropods","ACCURATE","false","25.0839596","76.0217831","APPROXIMATE","09/09/2022","09/09/2022","species","Eurema brigitta (Stoll (1780))","Small Grass Yellow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Eurema",,"HUMAN_OBSERVATION","Galana, Rajasthan 325001","RAJASTHAN","Ladpura","KOTA",,,,,,,"2022-09-09T18:30:00.000Z","September"
"17700859"," Leeladhar suman","Gandi Phali, Rajasthan 325001, India",,"1","false","10/09/2022","/8b6b55cc-3173-4b7a-9ce5-fa652ebbc240/4b38017a276d4dac9cb57db7f7cd0159.jpg","Arthropods","ACCURATE","false","25.0785584","75.9956673","APPROXIMATE","08/09/2022","08/09/2022","species","Hypolimnas misippus Linnaeus 1764","Danaid eggfly:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Hypolimnas",,"HUMAN_OBSERVATION","Gandi Phali, Rajasthan 325001, India","RAJASTHAN","Ladpura","KOTA",,,,,,,"2022-09-08T18:30:00.000Z","September"
"17700688","Medha Timmanna Bhat ","Davanagere, Karnataka, India",,"1","false","10/09/2022","/6945ab2e-1c77-4b2d-8d0f-0179b0fe784b/661dbb59cdd84509abf10747a00a8183.JPG","Arthropods","ACCURATE","false","14.4644085","75.921758","APPROXIMATE","09/09/2022","09/09/2022","species","Belenois aurota (Fabricius 1793)","Pioneer White:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Belenois",,"HUMAN_OBSERVATION","Davanagere, Karnataka, India","KARNATAKA","Davanagere","DAVANAGERE",,,,,,,"2022-09-09T18:30:00.000Z","September"
"17700633","Medha Timmanna Bhat ","Davanagere, Karnataka, India",,"1","false","10/09/2022","/c2c322e9-b991-42fb-bccf-51f63e3e57dc/1802434344454bbf82fca0f6fda34bc1.JPG","Arthropods","ACCURATE","false","14.4644085","75.921758","APPROXIMATE","09/09/2022","09/09/2022","species","Ariadne merione Cramer 1779","Common Castor:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Ariadne",,"HUMAN_OBSERVATION","Davanagere, Karnataka, India","KARNATAKA","Davanagere","DAVANAGERE",,,,,,,"2022-09-09T18:30:00.000Z","September"
"17700622","Medha Timmanna Bhat ","Davanagere, Karnataka, India",,"1","false","10/09/2022","/dea9bd21-905f-4d02-ad78-6374dbf2a253/8297dfa71c864b6d9867bb701165f03e.JPG","Arthropods","ACCURATE","false","14.4644085","75.921758","APPROXIMATE","09/09/2022","09/09/2022","species","Euploea core Cramer 1780","Common Crow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Euploea",,"HUMAN_OBSERVATION","Davanagere, Karnataka, India","KARNATAKA","Davanagere","DAVANAGERE",,,,,,,"2022-09-09T18:30:00.000Z","September"
"17700602","Medha Timmanna Bhat ","Davanagere, Karnataka, India",,"1","false","10/09/2022","/51e45d12-8649-40b8-b2ce-2c4ca6722ab5/200f477a609748769d07a0b9d502b919.JPG","Arthropods","ACCURATE","false","14.4644085","75.921758","APPROXIMATE","09/09/2022","09/09/2022","species","Pareronia valeria (Cramer (1776))","Common Wanderer:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Pareronia",,"HUMAN_OBSERVATION","Davanagere, Karnataka, India","KARNATAKA","Davanagere","DAVANAGERE",,,,,,,"2022-09-09T18:30:00.000Z","September"
"17700524","kandasamy","Puducherry, India",,"1","false","10/09/2022","/4174c750-5a0d-4e72-b9fc-9a836d8363a1/5ddace12ebdf4a2bb3ddccd87cc748dc.JPG","Arthropods","ACCURATE","false","11.9415915","79.8083133","APPROXIMATE","06/09/2022","06/09/2022","species","Castalius rosimon (Fabricius 1775)","Common Pierrot:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Castalius",,"HUMAN_OBSERVATION","Puducherry, India","PONDICHERRY","Ozhukarai (M)","PONDICHERRY",,,,,,,"2022-09-06T18:30:00.000Z","September"
"17700472","kandasamy","Bahour, Puducherry 607402, India",,"1","false","10/09/2022","/f1b185a3-b7c8-456f-b1a0-ca17e799eb77/8d6cc79a2f7546c1a4f467f6fa1274ea.JPG","Arthropods","ACCURATE","false","11.8086633","79.74839949999999","APPROXIMATE","06/09/2022","06/09/2022","species","Spalgis epeus (Westwood (1851))","Apefly:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Spalgis",,"HUMAN_OBSERVATION","Bahour, Puducherry 607402, India","PONDICHERRY","Bahour Commune Panchayat","PONDICHERRY",,,,,,,"2022-09-06T18:30:00.000Z","September"
"17700446","kandasamy","Bahour, Puducherry 607402, India",,"1","false","10/09/2022","/4a969bd1-bc91-47a4-807b-aebbd149e585/a4be6d7e8def48638bab3d4193965785.JPG","Arthropods","ACCURATE","false","11.8086633","79.74839949999999","APPROXIMATE","06/09/2022","06/09/2022","species","Eurema hecabe (Linnaeus 1758)","Common Grass Yellow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Eurema",,"HUMAN_OBSERVATION","Bahour, Puducherry 607402, India","PONDICHERRY","Bahour Commune Panchayat","PONDICHERRY",,,,,,,"2022-09-06T18:30:00.000Z","September"
"17700412","kandasamy","Bahour, Puducherry 607402, India",,"2","false","10/09/2022","/d666d4f7-232c-490d-8149-e40cb810b52d/128b848f14d5421ab34beeb465805849.JPG","Arthropods","ACCURATE","false","11.8086633","79.74839949999999","APPROXIMATE","06/09/2022","06/09/2022","species","Catopsilia pomona (Fabricius 1775)","Common Emigrant:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Catopsilia",,"HUMAN_OBSERVATION","Bahour, Puducherry 607402, India","PONDICHERRY","Bahour Commune Panchayat","PONDICHERRY",,,,,,,"2022-09-06T18:30:00.000Z","September"
"17700397","kandasamy","Bahour, Puducherry 607402, India",,"1","false","10/09/2022","/69d82647-a110-4379-bf48-ca23418b4ad6/91cbf5cf8be242949bb782e735944cce.JPG","Arthropods","ACCURATE","false","11.8086633","79.74839949999999","APPROXIMATE","07/09/2022","07/09/2022","species","Ixias pyrene (Linnaeus 1764)","Yellow Orange-tip:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Ixias",,"HUMAN_OBSERVATION","Bahour, Puducherry 607402, India","PONDICHERRY","Bahour Commune Panchayat","PONDICHERRY",,,,,,,"2022-09-07T18:30:00.000Z","September"
"17699589","Medha Timmanna Bhat ","Davanagere, Karnataka, India",,"1","false","10/09/2022","/699dbd4c-52e3-4a1a-a4f9-cdf9e2c72531/90a4d274e59c4ab0958d5ed772cacdf0.jpg","Arthropods","ACCURATE","false","14.4644085","75.921758","APPROXIMATE","09/09/2022","09/09/2022","species","Pachliopta aristolochiae (Fabricius 1775)","Common Rose:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Papilionidae","Pachliopta",,"HUMAN_OBSERVATION","Davanagere, Karnataka, India","KARNATAKA","Davanagere","DAVANAGERE",,,,,,,"2022-09-09T18:30:00.000Z","September"
"17699536","Medha Timmanna Bhat ","Davanagere, Karnataka, India",,"1","false","10/09/2022","/5e16f72c-75de-462b-abe6-7c99eb07761a/57c7a2b0875d42418686623dfec55ce6.jpg","Arthropods","ACCURATE","false","14.4644085","75.921758","APPROXIMATE","09/09/2022","09/09/2022","species","Catopsilia pyranthe (Linnaeus 1758)","Mottled Emigrant:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Catopsilia",,"HUMAN_OBSERVATION","Davanagere, Karnataka, India","KARNATAKA","Davanagere","DAVANAGERE",,,,,,,"2022-09-09T18:30:00.000Z","September"
"17699461","Medha Timmanna Bhat ","Davanagere, Karnataka, India",,"1","false","10/09/2022","/19d5f8de-b456-44cf-af80-c43d66c0f9f0/17cd749dfac641d99e40b7c81de942fa.JPG","Arthropods","ACCURATE","false","14.4644085","75.921758","APPROXIMATE","09/09/2022","09/09/2022","species","Neptis hylas Linnaeus 1758","Common sailor:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Neptis",,"HUMAN_OBSERVATION","Davanagere, Karnataka, India","KARNATAKA","Davanagere","DAVANAGERE",,,,,,,"2022-09-09T18:30:00.000Z","September"
"17699402","Medha Timmanna Bhat ","Davanagere, Karnataka, India",,"1","false","10/09/2022","/9bcd5616-39cb-4a36-a4b0-ed9b20056f18/1ab1d319d11c4008b0747b490ea4a8f5.jpg","Arthropods","ACCURATE","false","14.4644085","75.921758","APPROXIMATE","09/09/2022","09/09/2022","species","Euchrysops cnejus (Fabricius 1798)","Gram Blue:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Euchrysops",,"HUMAN_OBSERVATION","Davanagere, Karnataka, India","KARNATAKA","Davanagere","DAVANAGERE",,,,,,,"2022-09-09T18:30:00.000Z","September"
"17699388","kandasamy","Bahour, Puducherry 607402, India",,"1","false","10/09/2022","/2a2137dd-18f3-44c5-8594-265181cc2197/3cf3a0a422f74c82930cce4ecff725ae.JPG","Arthropods","ACCURATE","false","11.8086633","79.74839949999999","APPROXIMATE","06/09/2022","06/09/2022","species","Iambrix salsala Moore 1865","Chestnut Bob:English","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperioidea","Hesperiidae","Iambrix",,"HUMAN_OBSERVATION","Bahour, Puducherry 607402, India","PONDICHERRY","Bahour Commune Panchayat","PONDICHERRY",,,,,,,"2022-09-06T18:30:00.000Z","September"
"17699379","kandasamy","Bahour, Puducherry 607402, India",,"1","false","10/09/2022","/c5dd1cfd-c363-4d4e-84b7-31a0fb7a4f90/c8b7f285b6b44abd92521239ff42a6f3.JPG","Arthropods","ACCURATE","false","11.8086633","79.74839949999999","APPROXIMATE","06/09/2022","06/09/2022","species","Amblypodia anita Hewitson 1862","Purple Leaf Blue:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Amblypodia",,"HUMAN_OBSERVATION","Bahour, Puducherry 607402, India","PONDICHERRY","Bahour Commune Panchayat","PONDICHERRY",,,,,,,"2022-09-06T18:30:00.000Z","September"
"17699368","kandasamy","Puducherry, India",,"1","false","10/09/2022","/d75ca5c3-1939-475f-8221-0ea925d6522a/0604aa94499141ed9ebe1d5e842f7ac9.JPG","Arthropods","ACCURATE","false","11.9415915","79.8083133","APPROXIMATE","06/09/2022","06/09/2022","species","Euploea core Cramer 1780","Common Crow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Euploea",,"HUMAN_OBSERVATION","Puducherry, India","PONDICHERRY","Ozhukarai (M)","PONDICHERRY",,,,,,,"2022-09-06T18:30:00.000Z","September"
"17699358","kandasamy","Puducherry, India",,"1","false","10/09/2022","/1dc203e2-4b64-46ab-bc6f-1ccc62386757/ca1739182b8446d9ac27ec460d66aa8a.JPG","Arthropods","ACCURATE","false","11.9415915","79.8083133","APPROXIMATE","06/09/2022","06/09/2022","species","Colotis aurora (Cramer (1780))","Plain Orange-tip:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Colotis",,"HUMAN_OBSERVATION","Puducherry, India","PONDICHERRY","Ozhukarai (M)","PONDICHERRY",,,,,,,"2022-09-06T18:30:00.000Z","September"
"17698539","SONU KUMAR","C17/18, Thermal Colony Kota, Sakatpura, Electricity Board Area, Kota, Rajasthan 325204, India",,"1","false","10/09/2022","/a480f422-c78a-4057-94e1-2e5cfa9493f9/826ab05c2552429488c6d9e8b2f86355.jpg","Arthropods","ACCURATE","false","25.1853","75.8256","APPROXIMATE","09/09/2022","09/09/2022","species","Eurema hecabe (Linnaeus 1758)","Common Grass Yellow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Eurema",,"HUMAN_OBSERVATION","C17/18, Thermal Colony Kota, Sakatpura, Electricity Board Area, Kota, Rajasthan 325204, India","RAJASTHAN","Ladpura","KOTA",,,,,,,"2022-09-09T18:30:00.000Z","September"
"17698069","Dincy Mariyam","Kottali Rd, Podikkundu, Kerala, India",,"1","false","10/09/2022","/01cbf86a-a582-4924-9003-53a0cedfdaa1/57674930d6dd4edaacb9d63a0a9e9575.JPG","Arthropods","ACCURATE","false","11.9055868","75.375081","APPROXIMATE","09/09/2022","09/09/2022","species","Suastus gremius Fabricius 1798","Oriental Palm Bob:English","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperioidea","Hesperiidae","Suastus",,"HUMAN_OBSERVATION","Kottali Rd, Podikkundu, Kerala, India","KERALA","Kannur","KANNUR",,,,,,,"2022-09-09T18:30:00.000Z","September"
"17698058","Dincy Mariyam","Kottali Rd, Podikkundu, Kerala, India",,"1","false","10/09/2022","/1d8657aa-d963-4395-8438-a6c682713814/426d52d066d84db5bfb2bc155e498b2d.JPG","Arthropods","ACCURATE","false","11.9055868","75.375081","APPROXIMATE","09/09/2022","09/09/2022","species","Chilades pandava Horsfield 1829","Plains Cupid:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Chilades",,"HUMAN_OBSERVATION","Kottali Rd, Podikkundu, Kerala, India","KERALA","Kannur","KANNUR",,,,,,,"2022-09-09T18:30:00.000Z","September"
